user_id,created_at,screen_name,name,text,lang,description,followers_count,gender,state,depressed,keyword
x993611152247664642,2021-04-15T20:21:30Z,SyriaNotes,Syria Notes,"Vulnerable asylum seeker kept at Napier Barracks for weeks after attempting to take his life

Safeguarding failings meant suicidal individuals and potential trafficking victims remained in camp for weeks, previously unseen report shows.
@maybulman https://t.co/q7Odox02Hb",en,"Facebook: https://t.co/gMHWfb2Q5b

YouTube: https://t.co/dHYyUJ76vU

Currently focused on accountability and law.",535,male,Georgia,0,1
x1366337802980503554,2021-04-15T22:38:27Z,suicide_kkkjj,maxtartaruga,@catkkjkj @Vi12toria1 KNSJSAOSNKAKAKAKKAKA SIM,in,"minhas crises de raiva e de identidade pra vcs      
𝔢𝔩𝔲/𝔇𝔢𝔩𝔲    𝔢𝔩𝔞/𝔇𝔢𝔩𝔞  𝔢𝔩𝔢/𝔡𝔢𝔩𝔢",20,female,Pennsylvania,0,1
x3292874149,2021-04-15T21:18:13Z,softorzabal,ellie,@iceblinktears i was just a depressed nerd tbh,en,mentally i’m at the tears for fears rockpalast show in 1983,2556,female,Washington,0,1
x1378928732509978631,2021-04-15T22:26:41Z,depression_old,2+2=5,@ppaly @thameadanelon Kkkkkkkk,und,O Amor é um Cão dos Diabos - Num ♡,2,female,Florida,0,1
x17384380,2021-04-15T22:05:24Z,jhollak,"Joseph Hollak, MSOD","Building a Company While Battling Depression 

https://t.co/hAWsXZjpF4

#BuildSuccess #MentalHealth #PeopleWork #OrgStrategy",en,🎓 Master of Science in Org Development👨‍💼Prosci Certified Change Practitioner 👔 Business Consultant to leaders 🌮 Destroyer of tacos,10954,female,California,0,1
x940438832,2021-04-17T03:48:18Z,data1816,𝑱𝒐𝒉𝒂𝒏𝒂,En febreto fué su ultimo twitt 👉@ColBolivariana,es,"Ya no es prevenir, es SOBREVIVIR.",461,female,Wisconsin,0,0
x3457159155,2021-04-15T21:11:25Z,elias_kaweme,Elias,@BassieBeauty @Mickzo As simple as that. Lack of faith leads to depression. Depression is the fear of unknown because you believe you have control over your life. Commit all your ways and cares unto God and see if depression will have any place in your life.,en,Auditor General at Kingdom Global Group. On a mission to Advance The  Kingdom of God globally. Based on Kingdom Equation Matt 6:10 + Dan 2:44 = Rev 11:15,455,male,California,1,1
x860584386659577856,2021-04-17T03:48:22Z,Kim_YangMii,Jully³⁵ | #SHINeeInAtlantis,@NineNaineie @myheartisyoulou Hj não 🤪 https://t.co/r5OmnvrHXf,pt,🌐𝚃𝚑𝚒𝚜 𝚒𝚜 𝚂𝙷𝙸𝙽𝚎𝚎5,998,male,Delaware,0,0
x2878971110,2021-04-17T03:48:21Z,RYUICHI10,りゅういち｜挑戦思考の伝道師,"@ken_ta_66 おはけーーーん！
熱々マインドで今日も頑張ろう🔥",ja,＼個人を伸ばしてチームを成功させる仕事術／50日で1000名🔥40万インプ｜1、2社目:自分に甘く、数字取れず退社→3社目である出会い→プライド捨てて奮起→2年で拠点長→3年でエリア長→2年で事業部長→その先へ🐉｜実行力＋継続力UP｜全ては学び｜言葉の因数分解｜#eduGate ｜嬉しかった事→娘の買ってくれた☕️,1566,female,Michigan,0,0
x919910113246371841,2021-04-17T03:48:18Z,blurrysimp,stry ⊬ 35,goodnight https://t.co/5F8CF4Yjoa,en,𓊗 somewhere only we know @HYPEDATBEST ★,2188,female,Mississippi,0,0
x1383162692886745093,2021-04-17T03:48:40Z,yummy9230,J,"Mira mamá, este truco de llama no saber que hacer con mi vida🤠",es,todas las personas son una mierda 🖕,1,female,North Carolina,0,0
x1377420822386667520,2021-04-17T03:48:23Z,b_z8e,love-crypto,"@PAID_OJISAN Paidのやり方全然わからなくて😢😢

ホワイトリストに参加するために$PAIDの保有数で当たる確率が決まるって認識なんですけど、
ホワイトリスト申し込み画面でチェックするだけで、実際$PAID保有してなくても申し込めるんじゃないかと思いまして。。
どういうやり方か教えていただけませんか？😭",ja,🚀🌕💕,1,male,California,0,0
x3392237327,2021-04-16T00:36:11Z,55teven22,Steven Quintanilla 2,"“Those who only look in the past are depressed, and those who only look in the future have anxiety. “ I’m not tryna be preaching, but...... DAMN!",en,"Aye, why you stalking me man?",931,female,Wisconsin,1,1
x1039165513065222144,2021-04-15T19:50:21Z,sugasrecord,mαcy⁷ 🍊,i’m bored and lonely talk to me pls https://t.co/l5QKPGgsR5,en,prod. SUGA | she/they¹⁸,9111,female,Texas,0,1
x75755095,2021-04-15T22:08:16Z,kashiflion,kashif Qureshi,"A man known to us died this morning and till now the body is at their home bcz grave diggers ain’t available. And above that he had covid it seems so the scene is pretty sad. A very lonely demise, inspite of he being a very affluent person in life. The hope lies in prayers alone.",en,"action director, movies, healer, ghosts, occult, public figure, retweet is not endorsement, mystic, Sufism, service to man is service to God.",4455,female,Tennessee,1,1
x1189278262012329986,2021-04-17T03:48:17Z,AlejoBruno7,Armando Flores,@Mayyyyy_l Hacela,es,NA,455,male,Texas,0,0
x1284673285267943424,2021-04-17T03:48:33Z,densyanore,空気の読めない電車乗れbot,@Minowa_13044 ムーンライトながら乗れ,ja,DMは本垢にお願いします。　電車に乗ることを強要します。フォロバ100%※時間がかかる場合があります。中の人→@F7_Atami サブ垢 新幹線乗れbot @Shinkansen_bot,3269,male,California,0,0
x1351644481653772290,2021-04-15T22:11:50Z,catgirluv,ً,@k4th29 quand j’ai appris que la chanson parlait de suicide j’étais dans le MAL,fr,🧛🏻‍♀️ she / they,96,female,Wisconsin,0,1
x190363547,2021-04-15T20:24:19Z,TomSwarbrick1,Tom Swarbrick,"Tonight at 10 @LBC

- Rapid #covid testing “may be scaled back over false positives”. Details are 🤯

- #Lobbyregister 

- Magic mushrooms manages #depression better than #prozac

- Home of the Future: Big Data",en,Husband. Father. Presenter of #SwarbrickonSunday 10am Mon-Thurs 10pm @LBC.,27678,male,Washington,1,1
x3395568492,2021-04-16T01:41:10Z,dalisdenise,the prettiest .,people think of depression so lightly until it’s the reason you’re gone,en,pvamu ; aries babe 💕 222,2246,female,California,1,1
x808099572958593026,2021-04-16T00:01:02Z,annemossdotcom,Emotionally Naked,"Pain Turns To Purpose: A Suicide, A Mother’s Grief &amp; A Second Act https://t.co/AXFPqj1W19",en,"This is a dedicated feed for https://t.co/NVM3kjrxzQ. To get blog updates, text 40404 with the words 'follow annemossdotcom' No @!",54,male,Florida,0,1
x1330875601645875210,2021-04-15T23:19:13Z,prog_r0k,Stan,"@antifabrick @kingdomakrillic @biggestjoel They want Lindsay to die alone and friendless, unless she begs for their forgiveness",en,Ice cream is a feeling,11,male,Michigan,0,1
x1215313488580694016,2021-04-17T03:48:22Z,BL4CKSWAL,𝐀𝐥𝐞𝐱𝐚𝐧𝐝𝐫𝐚⁷!,Ah y véanlo legalmente ya que se transmitirá por el canal de los chicos🤗,es,"BTS PAVED THE WAY💯/
BTS WORLD DOMINATION
•방탄 소년단=ARMY♡•/
I'm a fan of the group that was nominated for a Grammy, are you envious?/
https://t.co/Zjpoj6hdPg",470,female,Texas,0,0
x1298785297010892800,2021-04-17T03:48:23Z,cal_xx444,Cal ꕥ¹,winwin black hair,en,`𝑵𝑪𝑻 `𝑻𝑹𝑬𝑨𝑺𝑼𝑹𝑬 `𝑺𝑬𝑽𝑬𝑵𝑻𝑬𝑬𝑵,336,female,California,0,0
x1380294732530610180,2021-04-15T22:23:08Z,dank_chugz,Butts Carlton,“How bad is your anxiety?” Sativa relaxes me,en,general tomfoolery,17,male,Florida,1,1
x1247775000498565131,2021-04-15T20:54:46Z,snek_snek19,Snek_Snek,"@NeahChanArt People, not only you, are trying to make a living, Neah. You almost ruined people's lives. People commit SUICIDE from cyberbullying. And to know all of this was happening while lots of us were clueless to harsh actions makes me sick. It really does.",en,"Happy 19th  birthday to me! ^^
God, please let this be a normal year.",15,male,Florida,1,1
x1382783672990982145,2021-04-16T02:08:42Z,angry_bruceb,ellie ‎✇,Last is Steve. I think he probably would but initially when I ask he would be very reluctant because of the stigmas that existed in the 40s. Like lobotomies were performed for people with anxiety so I just think he wouldn’t be educated enough to agree right away,en,she/her 17! 🧪,121,female,Missouri,1,1
x1026586641245253632,2021-04-16T00:05:36Z,chama791116,黒豆‎⋆豆子,@321_suicide さすがに😂,ja,"誤字が得意なバツ1、長男16歳次男坊5歳。
#睡眠障害  #摂食障害 で通院中。最近は乖離も有り。手帳は3級。
max73 min32 とりあえず48kgまで戻す。
食ツイ見るのが大好き♡♡飯テロ歓迎です。大食いやボディピも好きで基本雑垢。",493,female,California,0,1
x1185403534185041921,2021-04-17T03:48:36Z,fskyan,‏َ,Soy. https://t.co/Iugv1xRqJj,und,otaku pero buen muchacho.,135,female,California,0,0
x1381080604062572545,2021-04-15T21:04:24Z,fungami,Cha Cha Real Smooth,@motto_koneko Depression,en,E,2,female,California,0,1
x1271943369779003392,2021-04-17T03:48:26Z,Edenssunset,Eden 💗 Reptile Romancer💗,@moonguilt MILF WKSKKS,en,Eden! White Mexican 💗 comic books | character design | fan art | story writing | 💗 Multi-Fandom 💗 19 💗 proship dni ❌,317,female,Texas,0,0
x1282762944120590341,2021-04-16T00:27:17Z,TheNickisKen,TNK,@barbtears I’ve been a little depressed but finding other artists music to listen and hold me over is helping and of course listening to her old music,en,This is a Bunny (from TheSpaceFactor) stan account Part of the 𝐁𝐢𝐨𝐧𝐢𝐜 𝐁𝐚𝐫𝐛𝐳☽☾ GC 𝐁𝐢𝐨𝐧𝐢𝐜𝐤𝐳,1223,female,California,1,1
x1079775151934316545,2021-04-17T03:48:17Z,Mohameduna1,Aranco,@Osama_otero Ameen,nl,|●|KENYAN|●|CHEERFUL |●|PROUD AFRICAN|●|PRIDE OF NORTHEASTERN |●|APPROACHABLE|●|EASTLEIGH |●|●●●●●●●●●●●●●●●●●●●●,495,male,Florida,0,0
x956657292920766464,2021-04-17T03:48:43Z,nana_r_r_f,nana,とみこ先生wwwwww,ja,ありがとう〜だいすきだよ〜〜心から感謝してる〜〜〜 成人済,54,female,Idaho,0,0
x3079445561,2021-04-17T03:48:35Z,unbrokenshield9,paul (citation needed),eastern mind for the motherfucking win https://t.co/Al8rKU9djJ,en,i love locking my door like...you're not coming in | 💙 @HEARTDRAINN | rp twitter: @Xibalba3XT5 | #ActuallyAutistic,232,female,California,0,0
x1116017798764015618,2021-04-15T22:22:52Z,_quote_everyday,QUOTE,Men are anxious to improve their circumstances but are unwilling to improve themselves; they therefore remain bound. -James Allen,en,Quote Everytime,9,female,Illinois,0,1
x1250120748875776002,2021-04-16T03:27:51Z,NixiieNoiz,Nixiie @ saemaji pain,@lynncation i would too! He's certainly not lacking in partners! i think he's just depressed :/,en,28 | he/him | Scorpio | Smut Writer | GK brainrot | Lover of Fictional Boys | Sometimes i draw stuff | NSFW!!!🔞🔞🔞 pfp by @PonPoxor,499,male,New York,0,1
x1380955949465284611,2021-04-17T03:48:12Z,LuchoCanales1,Lucho Canales,"@higadodejuanita @willaxtv jaja jajaja jajaja si esa cholita linda progre humanista millenial marronaza pichiruchi cacasena es terrorista senderista tons 🤣😂
yo soy un campesino islandes escandinavo pescador pariente illuminati bilderberg 
reptiloide de $2.50🤣😂😂😂",es,Feeling Like A Freak On A Leash,10,male,Oregon,0,0
x1359073497633288195,2021-04-17T03:48:23Z,mememe_lingerie,めめめ,@yuchan26909 ピルって本当高いですよね_(:3 」∠)_,ja,男性フォローNG not裏アカ　ツイ多め ゆるダイエット身長154㎝B102UB78H102 ハトクロに見合う体型と財力が欲しいI80〜J75 情報収集用裏アカ鍵アカアカウントの方向性が違う方はブロックDM返しません,51,female,Florida,0,0
x1307036913551814656,2021-04-15T20:51:28Z,_Jin_Fighter,진 세이파츠,"@lonely_ephnel ...............

(그냥 말문이 막혀버리고 말았다.)",ko,"안녕하십니까! 저는 언제나, 어느 때나 항상 한결같은 청년. 진 세이파츠라고 합니다!",21,female,Florida,0,1
x1359664565127118851,2021-04-15T23:23:04Z,soyeonspooppen,IOI REUNION 2021⁶⁻¹⁼⁰,"all my anxiety and health problems hitting just as i finish carrying my team on my back on valorant, time to d word for the day",en,"The downpour ends May 4th, 2021~
KETCHY/NEVERLAND/IOI - YEONHEE LOML
https://t.co/vft2H6LqdC
https://t.co/HmBKmkcznn
she/her 21+",141,female,Michigan,1,1
x777068233929035777,2021-04-17T03:48:18Z,salmon37rb,イヲンモール八ツ墓村,Twitterくん壊れちゃヤ,ja,雑多垢にて偏偏垢,164,female,Arizona,0,0
x103586623,2021-04-17T03:48:32Z,kaiser_wave666,かいざぁ。☆粋伝,@wenslime ええ話でしたのー(少し泣いた),ja,"ここは、個人的な人間性たっぷりのつぶやき。その他の御用の方は…
╭☞制作垢(ご依頼などはこちらにお願いします。) ▶@suiden13/// 中身なし着ぐるみさん達が自由に喋る垢▶ @naiteki_Kaiser ///怖いの▶@Fancy_Labo",1407,female,California,0,0
x2718327164,2021-04-16T01:49:10Z,jhorstman1,Julie Wilson,@RunhappyK I can understand your nightly anxiety Kat. Hugs and prayers for you.,en,50k in training,386,male,New Hampshire,1,1
x1367158358126559234,2021-04-15T23:55:41Z,ihatemywife_,Rufus,@lonely_simp__ Only if your comfortable with it.,en,my mother named me after a dogs name when I’m clearly a cat,2,male,Pennsylvania,0,1
x1489226341,2021-04-17T03:48:16Z,_thestarisme,ftn.,"Menu Iftar :
1. Ikan siakap stim limau
2. Ayam tiram thai
3. Sambal terung
4. Puding roti coklat pisang

Harap menjadi la ye. 😂☝🏻",in,"doakan fatin kaya. kaya ilmu, kaya adab, kaya harta.",1065,female,California,0,0
x2388142477,2021-04-15T23:23:44Z,autumnwitchx,venice bitch,@SheiraElizabeth @effiscent a mi me gusta que participen porque siempre dicen cosas interesantes y salvan a nosotres les anxious :((,es,"your venice bitch, your die hard, your weakness",3956,female,West Virginia,0,1
x621194719,2021-04-16T03:17:27Z,IvaCheung,Iva Cheung,@JeffEllisDraws Do you mean suicide rates? There have been some studies that found no increase: https://t.co/hyhEZM1d7P,en,Certified Professional Editor • Plain language trainer • Indexer • Publishing consultant • Patient-oriented mental health researcher • she/her,5608,male,California,0,1
x1292414703608586240,2021-04-17T03:48:38Z,_JM___wife_,24,@ddong_7_ .....하 전학 가가,ko,지금 새우잠 자더라도 꿈은 고래답게 @_tangerine613 @LQVE_ARI_07 @ddong_7_ @basunhii @yoonds7644 @Chuu_1013_ @xx_rrir @JK___wife__ 💞,2478,female,Texas,0,0
x1314331827746811905,2021-04-15T19:23:10Z,Lonely_floweer,"Little Flower | Yuu said ""My Mika""","@sweetlumine Cómo que quién skdbdksn estas hablando con cloud, es uno de los admins xD",es,"☆ HxH ★ ONS ☆ Anime and fanfic's ramblings 24/7 ★ 
‧₊♡˚✧ pfp by @miku466 ✧˚♡₊‧",501,female,Washington,0,1
x876258868359069696,2021-04-15T22:43:58Z,duncan_mcgann,Duncan McGann,"@BronwynHill1 I almost feel sorry for her. Such is her love of money that she has ostraciced her own children. How can she possibly be happy with her life, beyond some delusional belief in her success? She will die lonely and bitter, and deserves both.",en,A recently (and gratefully) retired secondary teacher. I love a rant and walking around Portugal muttering to myself. Bonsai is a new obsession.,70,male,California,1,1
x1234801929512873984,2021-04-17T03:48:17Z,hyeon_gong,현공,@chin199602 죄챡감 죽여,ko,"22G/ 애인O / 섹계차단/ 공부하러감 /반모 멘션&DM
2018.7.13~❤
인장 : @jhinly_
그림계: @Hogue_714",493,female,Nevada,0,0
x1253747482028359681,2021-04-17T03:48:23Z,Bskoweta,𝚁𝚘ض𝚢❤,@1ahmdee محد منو !,ar,May God protect you for me        ّ    @srvix9   ّ,2282,female,Texas,0,0
x842954141043314688,2021-04-16T03:17:05Z,rant_bpd,rant_bpd,"I tweeted that to divert my anxiety from just him to an anxiety where more people could see/recognize me.

Weird logic i know. It eased me to think that other people might recognize me now.

2/x",en,ALTER NOT JUST FOR PORN. This is a rant account for my borderline personality.,4223,male,Michigan,1,1
x1159506743858278400,2021-04-16T01:41:50Z,sydthecommmajor,alter shego🌶,“girls who always talk shit about men are just lonely—” correct‼️so who’s gonna take one for the team? wife me tf up💍 or sit tf down🪑,en,crackin jokes & trynna cope | u of pain 23🙈🙉🙊,44,female,Washington,1,1
x1307342231666176002,2021-04-17T03:48:38Z,ttknrc_lilly,固ツイいいねほしいたくちゃ。🧸ྀི🌼,"@ayaka___ko ぽこさん主催お疲れ様です🌼.*･ﾟ

Lilly〆
@ttknrc_lilly ／ ttknrc_lilly

いっぱい応募きてると思うんですけど、
ご検討よろしくお願いします😭

絶対お返しもってきます🙇🏻‍♂️♡",ja,【Lilly クラン】❤️@ramu_lilly ┊ 🍑🦍@Stlza_Airi ┊💍@__udondon_ ┊☁️@tadno_Sora ┊🐔@niwa0416 ┊ 💊@_OniMaru__ ┊🐰@7se_Uy ┊🧸🤍ྀི@risshuuu┊☁️🦅@goatxhawk ┊💙@_umi95_,5044,female,New York,0,0
x1217582787634638850,2021-04-17T03:48:38Z,makimazs,vivi,agora vou fazer um tinder só pra dar match com o je,pt,a corpse is talking.,101,female,Arizona,0,0
x737424487373770752,2021-04-15T22:50:27Z,redheadcyn_,CYN. 🩸,ended up buying 4 supreme bags this morning cause anxiety hit and I couldn’t get the one I wanted so I bought them all. How does this make sense ? Idk but it does 🤣,en,#klanlifeclothing SERENE CLEANING IS NOW HIRING EMAIL : CYNTHIALW@SERENECLEANING.CO,487,female,Oregon,1,1
x2573640949,2021-04-17T03:48:16Z,taysrodrigos,megs,@graciousswift13 no,und,and to saturn @jessicamillcr,5814,male,California,0,0
x472434231,2021-04-17T03:48:18Z,BootniFonzworth,The Enforcer 😼,I’m sleepy but who gon put the sheets on my bed 😭,en,Underrated greatness stan account ✨,1805,female,Virginia,1,0
x253792832,2021-04-17T03:48:20Z,igorvmarques,Igor Marques 🇧🇷,@rodrigopprado Tá on fire... Com torresmo desce que é uma beleza... 🤣🤣🤣🤣,pt,NA,321,female,Washington,0,0
x1024662370210258944,2021-04-15T21:09:36Z,nyakasikanax,Celine 🍂,"Last month I dissociated and went upstairs, curled into a ball on the floor and just cried and cried and cried cos I  just felt so sad and depressed. When I stood up...yup period https://t.co/L8VhAfefoC",en,"Academic, MPhil Development Studies, UCT || Entrepreneur @SocialineDigi || Writer || Content Creator",346,female,Texas,0,1
x1875416466,2021-04-16T03:12:26Z,ThKepler,ᴛʜɪˢᶜᶜᵖ 🦋,"Nesse exato segundo é:

1. Lonely People
2. My Girlfriends are my Boyfriend
3. Carefully
4. Sunset
5. ICU https://t.co/7DfqbdCROM",en,"🦋 Demi Lovato
🎸 Miley Cyrus
✨ The NBHD       
🦅 Corinthians",2418,female,Washington,0,1
x1173677523785408512,2021-04-15T23:05:56Z,_guiguiduartee,guiguis boy,anxiety toc toc,en,NA,78,female,Virginia,1,1
x305152183,2021-04-17T03:48:34Z,valhitam,valeria miranda,#PostnatalDeEmergencia,und,NA,25,female,Washington,0,0
x875132490297602054,2021-04-16T00:43:36Z,YelibsAlmighty,Meshach (-senpai),And the anxiety peaks today. Here we go.,en,Dagad)). Otaku. Hoping that life shall be daijobu. Hugs advocate.,1425,female,Texas,1,1
x853719832902193156,2021-04-15T23:09:16Z,ginkgoo_lady,ginkgo✨,"@papiisgun when the series started to drop images about minnie's trauma, i was like: it is a metaphorical representation of her anxiety or that happened? ARHGHJ the worse is this part of the series was really accurate 😖😖😖😖😭😭 fans' obsession about their faves is beyond being scary",en,"GUYS, go to watch the debut RIGHT NOW",197,female,Texas,1,1
x2210073234,2021-04-17T03:48:37Z,branted707,Brandon,@sYnCeR_gc @NRGgg thx gare bear,en,"Valorant fragger for @teamdcsv
Content for @teamsynergy
https://t.co/GYgNHxoiCE
https://t.co/UYw50JNzil
Offers/How to contact me : branted707@live.com",1240,male,Georgia,0,0
x1215661965546180609,2021-04-17T03:48:24Z,orukakaoru,オルカちゃん@女装,雨凄くいのに外出しないと行けないのしんどい https://t.co/XXro6YYmeG,ja,"可愛い女装子目指しております
バックエンドエンジニア
あと、リアルで会ったら声かけてください",183,female,California,0,0
x1080335396410580996,2021-04-16T02:09:55Z,lonely_alonly,💛เรียกฉันว่าคุณป้า💛,@cee_du สวัสดีค่ะ❤️❤️❤️❤️❤️❤️,th,"ทวิตของคนไร้สาระ ทวิตแต่เรื่องไร้สาระ😆😆
🇹🇭ประเทศไทย🇹🇭",718,female,New Jersey,0,1
x1353537119243780096,2021-04-17T03:48:41Z,SLSH_1056,Slash the Rebel Robot,"@HRT1_bot I don't want to hurt you again, but I can't let you go on either...",en,"Military issue robot, but somehow more tender than expected.

Run by @blues_speedy",5,male,Delaware,1,0
x925101239737683969,2021-04-16T00:50:58Z,regalbutojane,Jane S.,@shawdowlandjan @ibrake4ants My neighbor across the street saw a hummingbird on her lavender bush a day ago.  I'm anxious for an appearance  over here.,en,"We are made in the image of God, and then there is John Lewis.
--Joe and Jill Biden",548,female,New York,0,1
x1374097594004205569,2021-04-15T22:57:28Z,crowisdumblol,crow.exe,undertale is vv depressed,de,@urfavoritemiku,15,female,New York,0,1
x1272808458971230210,2021-04-17T03:48:33Z,minshoe_,daisies ♡ hyunie for 700 days,"@Nar1am17 jsjsjsjs dios, igual yo creo que ni ahí me comentan 30 personas",it,현진의 여자 친구 공식 트위터 입니다.,2166,male,Texas,0,0
x825835005838520325,2021-04-16T03:22:18Z,Errnbrrrd,Errn,Anyone else ping pong between anxiety that you'll get fired and anxiety that you'll have your job forever? Just me?,en,No,34,male,Missouri,1,1
x1077210599111548928,2021-04-17T03:48:21Z,QnanaseQ,キューちゃん@DMP,"普通に欲しいけど、何がなんでも着ない気がするから多分買わないw
#ノギザカスキッツ #与田祐希 
#ノギザカスキッツLIVE #スト子 https://t.co/zkAwD01g8D",ja,茨城県/02line /カジュアルDMP/ 『掛橋沙耶香ブログコメントに1000の質問』を達成した男,1242,female,California,0,0
x2600827339,2021-04-17T03:48:32Z,CoachCompanyMan,CompanyMan,"@CoachDidz https://t.co/1otV4oQFJs

Yup. Can't even speak as they are queueing into match. Would really like PUBG to standardize the rules here.",en,🇺🇸/🇱🇧 - zinc saucier - Coach for @300PUBG - Former coach @BAE_PUBG - Analyst GEX PGC 2019,581,male,Texas,1,0
x99497883,2021-04-15T23:51:47Z,takaochikubu,takaochikubu,https://t.co/YA4YXuNUsB,und,Providing strategic consulting services. I also taught Economics of Service Economy and Multinational Enterprise at Takushoku Univ until March 2019.,143,male,Florida,0,1
x1372890470578327555,2021-04-16T03:35:23Z,69yellowhammer,Nick Saban’s Receding Hairline,"@GlamCrys sometimes depression is hard to catch, but her family has already said that’s what it was so we don’t need to speculate about it",en,NA,0,female,Minnesota,1,1
x1344794789040984064,2021-04-16T01:15:42Z,LaMooMood,Kateria,"@ggyulteez First, it was an eating disorder(alleged reason for his ""poor health"" an alleged evidence supported by ONLY ONE STAFF on the ENTIRE set of the drama) then it was Depression as the reason for his behaviour...seriously...?People chose to believe him...???",en,MAMAMOO UPDATES,1,female,Pennsylvania,1,1
x1276448848773169152,2021-04-17T03:48:07Z,xxtaeily,bila🌔,haechan good boy,en,"𝙝𝙞, 𝙝𝙚𝙡𝙡𝙤, 안녕 ᵕ̈🍯ˊˎ-  






























































꒷꒥꒷꒷꒥꒷꒷꒥꒷꒷꒥꒷꒷꒥꒷꒥꒷꒷꒥꒷꒷꒥꒷

            🏽🏼🏻🏻🏼🏽",720,female,Florida,0,0
x1154061563994624001,2021-04-17T03:48:29Z,hisui_iusih777,っと,"@fallen35706930 今までキャラいなさ過ぎて5回だけ気合でやりましたけど金輪際しばらくやりたくない感じだったんですけど、年末年始と周年で一気に土キャラ増えたんでちょっと楽しみです(´✨ω✨`)
オクトーサラブローディアでしか行けなかった時は回復もディスペルもなさ過ぎて辛かった・・・",ja,"19/3/11グラブル開始
全属性マグナマン
お気軽にフォローしてください
youtubeチャンネル
https://t.co/fhVpgPnFZP
#グラブル
#グラブル好きさんと繋がりたい
#騎空士さんと繋がりたい",2145,female,Iowa,0,0
x1201758047049146368,2021-04-17T03:48:26Z,meanieboo,csd 📌,@rebeluption soon katanya,tl,#승관 #민규 #미나 #지효 / 04l,1494,female,California,0,0
x1353549141759172611,2021-04-17T03:48:17Z,Btsmin2013,BE ~Guada7,@canyonxbabylon Ya voy a darte un abrazo yo 😊,es,NA,81,female,Massachusetts,0,0
x2164621860,2021-04-15T21:02:30Z,NotNanalise,#TwoTwosPodcast | Gentlewoman,@Lannie_94 I read that there’s a link between PMDD and postpartum depression,en,"Writer, Producer | 1/2 @TwoTwos_Podcast | 📧 hello@twotwos.co.uk | As seen on British Vogue, Pink News, Stylist, BuzzFeed and BBC Essex | She/They",2534,male,Michigan,1,1
x1193205971990056962,2021-04-17T03:48:42Z,Gabriela556677,Pão de batata,"Mlk essa família que eu quero, mano a Elements é um exemplo de família, mano eu tô chorando pois eu amo rc, ele é uma inspiração pra mum, e ver ele ajoelhado (lembrando é rp) me doeu pq ele deu a vida pra família dele. Eu realmente triste, eu sei que eles tão fazendo um rp foda+",pt,NA,18,female,Indiana,0,0
x866927659804131328,2021-04-16T00:23:42Z,BoitumeloMoloii,B.,My anxiety is crawling back. Ngazi ngahlukumezeka😩,tl,Public Relations|Be grateful to the Lord,2841,female,New York,1,1
x51188535,2021-04-15T20:44:21Z,knifexparty,bimbo spice,"@peachxredbull HAHA ME, they gave me a mood stabilizer and something for my anxiety instead of addy smh",en,* ੈ✩‧₊* ✧ ☁️✨ 𝒽𝑒𝒶𝒹 𝒾𝓃 𝓉𝒽𝑒 𝒸𝓁𝑜𝓊𝒹𝓈 ✨☁️ *:･ੈﾟ✧* ♡ @bequietweeb ♡,4297,female,Utah,1,1
x4818595666,2021-04-16T03:56:20Z,isabellerenne,iz,"no suicidal shyt, but i honestly need a break",en,$nap ; iizzyyy1,1507,male,California,0,1
x33049381,2021-04-16T04:03:21Z,outlawqueenbey,HOLLIE 🦦,"Me watching SVU: WHERE IS HE?! 

Me watching OC: WHERE IS SHE?! 

Me after both episodes: I am not going to last with this anxiety of waiting for them to be together",en,"Put your hands up, this is a stroberry 🍓🔫",1643,female,New York,1,1
x189689217,2021-04-17T03:48:32Z,NilvaSader,Nilva Sader,@GustavRamski Sério?,pt,Petista com louvor,3819,male,Ohio,0,0
x1075066650137743361,2021-04-17T03:48:27Z,hamish_fhani,Hanip/sanip,@maeeemunah Fuck me til the daylight? https://t.co/RoIVOURe2m,en,24 Yo | I know that I know nothing | akun nyampah | for confession https://t.co/ytVt6e4Jwl,4522,male,Tennessee,0,0
x354408618,2021-04-16T03:55:58Z,cowsandgoatspls,s,my hobby is worrying about covid-19 and making it extremely difficult for me to exist by being anxious about it 24x7,en,plant mom and cow apologist,6180,male,Connecticut,1,1
x1367117454111956994,2021-04-17T03:48:33Z,saya_violin422,さーや*,@shinrubiku 車？,ja,"高校1年生\( ˙꒳​˙  \三/ ˙꒳​˙ )/
音楽科🎶violin専攻🎻

SwitchLight勢回線弱者( ；꒳​； )
シャプマ練習中！
スプラ3出るまでにX行く٩( ‘ω’  )و",37,female,North Carolina,0,0
x3136718791,2021-04-17T03:48:31Z,terfeii,⃗ นาตาช่อ˚◞,มึงกูดูไลอ้อนคิงไม่ได้ กูร้องไห้ทุกครั้งเลย,th,𓈒 ✦ 𓎭̄ᚐ @bsumettikul ˚ ˳ #bsumone #bsumbody,1367,female,Michigan,0,0
x1351862145529438210,2021-04-17T03:48:40Z,oxxieannie,𝐉upiley◡̈,@aquapearl__ Nctzen wayzenni once wizone reveluv MY stay exol midzy deobi teume,en,"💭.... O2 𝐉𝐔𝐏𝐈𝐋𝐄𝐘💌

𝖙𝖍𝖆𝖎 𝖊𝖓𝖙𝖍𝖚•𝖒𝖚𝖑𝖋𝖆𝖓𝖉🛫
#TWICE",389,female,Iowa,0,0
